timestamp,cpu_pct,mem_pct,net_in_kbps,net_out_kbps,disk_io_ops,latency_ms,errors_5xx,queue_depth,build_number
11910,58.42,81.60,2141.4,821.4,355,30.33,0,9.3,1042
11940,55.30,82.13,2150.6,683.8,349,27.17,0,9.7,1042
11970,58.15,82.07,2042.0,749.8,444,33.71,0,8.5,1042
12000,56.30,82.40,2266.1,956.2,320,32.57,0,7.5,1042
12030,57.32,82.70,1951.2,621.0,387,30.39,0,8.7,1042
12060,51.89,82.80,1917.7,684.9,418,29.02,0,9.9,1042
12090,55.32,82.64,2023.6,569.0,359,27.66,0,9.1,1042
12120,54.49,82.31,2084.9,684.3,313,24.21,0,9.9,1042
12150,50.83,82.35,1954.9,546.7,343,29.09,0,11.0,1042
12180,54.24,82.02,2092.6,603.3,311,30.52,0,9.9,1042
12210,49.64,81.89,1849.8,515.7,399,26.15,0,8.8,1042
12240,56.36,81.55,2236.7,601.5,304,32.01,0,8.1,1042
12270,49.58,81.43,2236.7,957.3,309,27.20,0,9.2,1042
12300,52.02,81.17,2113.4,803.0,373,26.68,0,8.4,1042
12330,55.03,81.50,1970.7,844.3,337,24.52,0,7.4,1042
12360,52.43,81.27,2355.8,723.2,281,29.78,0,6.6,1042
12390,47.89,81.41,2272.7,709.3,320,20.25,0,5.8,1042
12420,51.10,81.90,2310.5,674.3,228,28.29,0,6.7,1042
12450,47.95,82.37,1953.5,695.8,276,20.34,1,8.0,1042
12480,52.58,82.30,2165.4,865.4,203,27.27,0,8.9,1042
12510,52.25,82.27,1939.4,737.1,257,26.65,0,8.4,1042
12540,50.25,82.29,2214.0,605.7,314,23.43,0,8.9,1042
12570,47.25,82.04,2272.3,700.4,232,19.83,0,8.3,1042
12600,47.75,82.05,1920.7,597.8,244,27.37,0,8.6,1042
12630,43.68,82.13,2319.0,875.6,247,19.89,0,8.4,1042
12660,43.88,82.00,2141.0,777.4,260,23.04,0,8.7,1042
12690,43.16,82.41,1928.6,621.2,266,20.13,0,8.2,1042
12720,43.44,82.11,2241.5,619.1,149,21.79,0,7.5,1042
12750,47.46,82.26,2331.9,737.5,190,26.19,0,6.8,1042
12780,44.78,81.97,2055.2,811.3,250,25.55,0,6.2,1042
12810,46.98,82.41,2273.7,812.8,115,22.50,0,6.4,1042
12840,47.51,82.38,1973.0,785.2,172,26.70,0,7.3,1042
12870,44.04,82.19,2283.1,752.1,225,21.93,0,7.6,1042
12900,44.75,82.54,2227.7,719.2,204,21.28,0,8.7,1042
12930,39.04,82.21,1950.5,821.2,90,15.57,0,8.4,1042
12960,41.58,82.74,2380.3,812.2,165,16.32,0,9.2,1042
12990,44.33,82.80,2052.1,561.0,128,24.05,0,9.2,1042
13020,41.52,82.82,2299.9,857.0,144,17.35,0,8.7,1042
13050,37.85,82.48,2180.1,838.0,193,16.81,0,7.7,1042
13080,42.58,82.74,2269.9,875.7,139,19.27,0,7.9,1042
13110,40.16,82.97,2333.7,961.0,110,17.99,0,6.8,1042
13140,42.20,82.65,2096.3,721.4,49,18.88,0,7.4,1042
13170,37.87,83.05,2316.8,849.1,146,16.78,0,7.8,1042
13200,43.29,83.08,2086.4,660.9,45,22.07,0,7.5,1042
13230,42.35,83.62,2066.3,744.1,84,20.21,0,7.0,1042
13260,42.20,83.45,2248.5,774.2,60,23.22,0,6.5,1042
13290,40.47,83.40,1971.5,623.6,45,18.47,0,7.3,1042
13320,41.75,83.43,1897.2,586.1,92,23.09,0,8.4,1042
13350,40.13,83.55,1951.4,548.8,115,16.44,0,8.2,1042
13380,40.19,83.47,2078.7,660.1,96,21.71,0,7.4,1042
13410,41.71,83.72,2130.6,577.9,49,16.92,0,6.6,1042
13440,42.00,83.53,1962.9,648.6,40,17.27,0,6.2,1042
13470,41.56,83.83,2382.3,943.8,116,19.30,0,5.2,1042
13500,39.66,83.85,2152.0,931.7,52,21.80,0,4.8,1042
13530,41.71,83.51,2229.8,880.0,114,16.71,0,5.5,1042
13560,37.64,83.71,1931.0,718.3,75,16.06,0,6.6,1042
13590,39.44,84.17,2181.8,748.4,111,16.69,0,7.0,1042
13620,37.97,84.19,2212.4,632.4,135,14.40,0,6.7,1042
13650,40.15,84.43,2350.9,871.8,24,15.56,0,7.5,1042
13680,39.37,84.69,2035.8,784.8,120,21.88,0,6.4,1042
13710,39.93,84.81,2114.3,842.7,133,18.66,0,6.9,1042
13740,39.29,84.52,2281.5,889.8,159,15.01,0,7.2,1042
13770,37.06,84.33,2265.1,850.2,48,18.37,0,7.8,1042
13800,41.73,84.08,1949.0,618.6,94,22.70,0,7.2,1042
13830,39.21,84.21,2333.6,730.5,69,20.33,0,7.7,1042
13860,43.88,84.42,2087.2,794.5,157,23.19,0,6.9,1042
13890,39.89,84.96,2024.4,706.4,105,19.96,0,6.6,1042
13920,43.46,85.05,2207.4,640.4,128,20.79,0,6.4,1042
13950,40.16,84.78,2320.0,902.7,151,15.42,0,5.5,1042
13980,46.33,85.10,1983.3,697.9,115,20.71,0,5.1,1042
14010,41.75,84.91,2343.6,914.6,86,22.70,0,4.8,1042
14040,43.15,84.88,2363.6,678.2,98,19.70,0,5.1,1042
14070,44.09,84.85,2291.5,683.0,211,17.71,0,5.5,1042
14100,40.32,84.96,2311.8,811.3,100,18.63,0,6.6,1042
14130,45.13,85.42,2161.1,609.4,182,21.78,0,5.7,1042
14160,43.39,85.48,2385.9,764.8,182,22.37,0,5.7,1042
14190,45.42,86.00,2187.3,787.9,229,21.62,0,4.8,1042
14220,44.12,86.48,2264.3,887.8,214,22.58,0,4.2,1042
14250,43.74,86.33,1999.9,724.4,134,24.10,0,3.4,1042
14280,46.98,86.82,2313.2,953.1,234,21.09,0,2.5,1042
14310,46.88,86.69,2323.1,797.8,248,21.33,0,1.8,1042
14340,51.98,87.11,1989.0,718.1,179,23.92,0,1.5,1042
14370,51.81,87.35,2252.7,660.3,243,24.55,0,2.5,1042
14400,45.83,87.42,2203.6,710.4,285,22.00,0,2.4,1042
14430,46.00,87.36,1965.2,563.2,288,26.53,0,1.7,1042
14460,54.00,87.53,2021.8,792.0,218,28.05,0,0.9,1042
14490,48.66,87.51,2296.3,750.0,271,26.02,0,0.8,1042
14520,48.52,87.61,1959.6,538.3,211,21.25,0,0.3,1042
14550,50.89,87.28,2127.1,648.3,255,21.89,0,0.3,1042
14580,49.45,87.49,1980.0,583.9,277,28.59,0,0.4,1042
14610,51.13,87.78,1965.4,710.6,251,25.15,0,0.0,1042
14640,49.23,87.94,2311.4,832.3,335,25.88,0,0.2,1042
14670,49.88,87.98,2097.6,756.7,372,22.61,0,0.7,1042
14700,53.08,87.76,2391.9,894.7,316,27.99,0,0.0,1042
14730,52.41,88.28,2189.8,675.7,289,26.15,0,0.0,1042
14760,53.22,88.74,2172.9,902.1,343,29.47,0,0.0,1042
14790,53.67,88.49,2344.8,967.4,391,24.53,0,0.1,1042
14820,55.93,88.32,2116.7,674.3,289,27.13,0,1.1,1042
14850,57.22,88.22,1936.4,804.9,313,27.06,0,1.9,1042
14880,54.64,88.04,2232.9,717.1,371,26.53,0,2.3,1042
14910,54.31,88.35,2067.6,732.7,414,27.76,0,2.9,1042
14940,57.50,88.36,2331.6,978.7,336,26.46,0,3.4,1042
14970,57.39,88.10,2216.2,650.9,421,32.34,0,3.3,1042
15000,57.14,88.26,2032.6,701.3,444,27.05,1,2.9,1042
15030,59.14,88.28,2403.1,863.5,452,32.03,0,3.6,1042
15060,59.58,88.04,2420.3,887.7,333,34.13,0,4.6,1042
15090,56.54,88.57,2167.1,844.2,403,32.70,0,3.4,1042
15120,54.50,88.42,2031.4,813.1,382,30.60,0,4.5,1042
15150,61.40,88.11,2130.3,728.5,381,29.13,0,4.1,1042
15180,58.21,88.27,2007.8,718.2,373,32.35,0,3.3,1042
15210,60.69,88.22,2382.8,746.5,405,34.44,0,4.3,1042
15240,62.48,88.58,2308.6,686.1,374,32.24,0,4.5,1042
15270,57.62,88.25,2291.7,826.3,398,28.13,1,4.5,1042
15300,59.76,88.63,2280.5,865.2,338,26.96,0,3.7,1042
15330,61.99,88.64,2041.8,840.7,330,35.57,0,4.8,1042
15360,60.77,89.00,2377.0,745.8,434,29.84,0,5.1,1042
15390,60.91,88.66,1954.1,645.3,427,29.24,0,5.8,1042
15420,60.21,88.93,2237.9,890.6,378,27.18,0,5.7,1042
15450,60.33,89.47,2437.1,861.9,447,29.13,0,4.6,1042
15480,57.82,89.25,2003.4,792.3,422,25.80,0,4.0,1042
15510,58.60,89.28,1962.2,771.4,361,27.10,0,4.2,1042
15540,60.58,89.66,2126.8,751.0,324,28.62,0,4.8,1042
15570,55.02,89.48,2192.9,773.3,446,30.98,0,4.1,1042
15600,56.00,89.58,1975.3,704.4,379,31.94,0,3.0,1042
15630,57.09,89.43,2030.6,762.8,343,25.90,0,3.0,1042
15660,60.20,89.54,2181.8,686.3,407,29.16,0,3.7,1042
15690,53.38,89.69,1999.6,569.8,410,30.62,0,4.3,1042
15720,59.02,89.99,2295.4,802.9,381,33.48,0,5.0,1042
15750,58.82,90.25,2185.9,646.9,416,31.20,0,4.9,1042
15780,52.23,90.73,2468.6,726.4,300,23.90,0,4.5,1042
15810,54.67,90.95,2262.3,687.4,317,30.73,0,3.6,1042
15840,51.80,91.21,2241.3,946.9,364,27.48,0,4.6,1042
15870,57.87,91.72,2200.6,769.2,301,31.50,0,5.0,1042
15900,55.40,91.79,2297.5,873.0,304,25.27,0,5.2,1042
15930,51.54,91.99,2395.1,682.7,336,26.39,0,5.2,1042
15960,52.73,91.68,2121.6,808.5,236,26.73,0,4.8,1042
15990,52.26,91.51,2402.3,674.5,253,26.64,0,4.7,1042
16020,50.47,91.19,2481.4,785.4,280,27.27,0,4.9,1042
16050,50.90,90.87,2011.6,623.8,258,22.49,0,5.0,1042
16080,48.48,90.84,2061.4,856.6,263,26.54,0,4.3,1042
16110,52.72,91.20,2212.9,660.6,260,24.66,0,5.0,1042
16140,50.03,91.25,1973.8,779.8,201,26.04,0,5.2,1042
16170,50.12,91.11,2160.8,791.2,207,23.86,0,5.1,1042
16200,53.80,90.78,2354.5,975.0,181,30.93,0,4.8,1042
16230,53.05,90.65,2280.7,718.8,169,25.70,0,4.8,1042
16260,46.67,90.84,2481.2,905.1,239,20.20,1,4.8,1042
16290,52.88,90.76,2162.8,890.0,265,29.22,0,4.8,1042
16320,47.53,90.91,2227.9,650.3,249,23.95,1,4.9,1042
16350,50.02,90.72,2160.8,828.3,139,22.28,0,4.9,1042
16380,48.58,91.25,2253.1,891.8,212,20.62,0,3.9,1042
16410,50.19,91.18,2259.4,812.0,210,24.13,0,4.8,1042
16440,47.52,90.89,2295.2,742.2,131,24.29,0,3.7,1042
16470,48.19,91.32,2377.3,703.1,225,27.09,0,3.7,1042
16500,45.85,91.08,2246.4,794.8,228,25.21,0,3.3,1042
16530,41.83,91.35,2469.3,774.2,102,16.81,0,3.9,1042
16560,41.28,91.75,2095.8,618.4,140,16.39,0,4.5,1042
16590,42.75,91.56,2361.6,742.5,109,20.35,0,4.0,1042
16620,40.76,91.37,2197.7,632.8,162,21.44,1,3.3,1042
16650,42.01,91.66,2215.5,680.9,69,16.89,0,3.4,1042
16680,44.15,67.81,2000.6,769.8,101,21.59,0,2.8,1042
16710,44.55,67.62,2458.3,918.3,178,24.44,0,2.7,1042
16740,40.77,67.53,2143.1,850.1,154,19.34,0,2.8,1042
16770,47.07,67.66,2268.2,714.5,135,24.36,0,2.2,1042
16800,43.72,67.67,2316.7,977.9,77,17.31,0,2.5,1042
16830,42.67,68.21,2313.9,796.7,74,24.44,0,2.3,1042
16860,43.77,68.60,2420.6,685.3,48,17.42,0,3.2,1042
16890,43.02,68.60,2493.3,998.6,127,18.79,0,4.2,1042
16920,44.35,68.67,2477.4,888.3,137,18.52,0,4.7,1042
16950,45.67,68.60,2443.1,987.3,48,22.21,0,3.5,1042
16980,43.31,68.90,2194.9,937.7,76,21.22,0,4.1,1042
17010,38.96,69.21,2266.1,824.3,149,21.56,0,4.1,1042
17040,38.60,69.18,2448.8,877.3,112,19.36,0,3.9,1042
17070,43.21,69.68,2022.1,533.0,104,23.45,0,4.2,1042
17100,44.63,70.10,2145.3,754.8,113,20.46,0,4.6,1042
17130,40.04,70.44,2129.2,824.7,29,20.98,0,5.2,1042
17160,43.78,70.13,2077.4,817.1,59,19.51,0,5.3,1042
17190,42.44,70.34,2286.5,717.4,21,19.76,0,5.0,1042
17220,40.89,70.38,2336.1,871.4,117,20.68,0,4.9,1042
17250,39.90,70.40,2331.2,662.7,74,21.06,0,5.3,1042
17280,45.24,70.40,2066.4,689.9,57,23.57,0,4.1,1042
17310,41.29,70.92,2356.3,780.5,93,22.32,1,5.5,1042
17340,41.84,70.77,2333.3,901.0,26,23.37,0,4.8,1042
17370,41.50,70.58,2157.7,626.6,125,23.36,0,5.7,1042
17400,39.23,70.77,2232.8,643.1,112,16.83,0,6.3,1042
17430,41.54,71.16,2255.6,948.3,168,22.85,0,5.8,1042
17460,43.41,71.22,2351.8,683.8,155,19.28,0,5.7,1042
17490,43.49,71.41,2250.4,811.0,108,20.78,0,5.2,1042
17520,47.03,71.27,2495.3,891.2,131,23.48,1,4.9,1042
17550,40.73,71.41,2240.7,883.9,91,22.44,0,4.5,1042
17580,41.59,71.58,2051.5,678.4,68,20.99,0,4.0,1042
17610,42.39,72.08,2108.3,620.8,191,20.12,0,3.7,1042
17640,42.47,72.44,2258.5,745.3,88,20.17,0,3.0,1042
17670,49.21,72.24,2482.7,736.3,193,26.52,0,4.1,1042
17700,44.84,72.08,2433.5,968.4,95,19.45,0,3.0,1042
17730,45.68,72.25,2318.2,818.4,226,25.62,0,3.6,1042
17760,50.24,71.93,2424.6,828.6,243,24.44,0,4.3,1042
17790,46.97,72.42,2043.9,697.6,251,26.61,0,3.6,1042
17820,47.59,72.31,2354.1,848.5,221,22.86,0,2.5,1042
17850,49.83,72.59,2288.7,628.0,149,22.52,0,2.6,1042
17880,48.71,72.93,2039.3,572.6,159,24.18,0,3.3,1042
17910,47.62,72.84,2386.4,958.0,216,20.63,0,2.1,1042
17940,49.19,72.78,2297.9,770.3,236,22.87,1,3.2,1042
17970,51.84,72.85,2158.2,853.1,183,28.80,0,2.9,1042
18000,51.56,72.83,2135.8,626.4,184,24.00,0,3.6,1042
18030,48.05,73.22,2465.4,734.6,318,24.13,0,3.3,1042
18060,51.04,73.37,2301.6,770.2,189,27.71,0,4.0,1042
18090,55.13,73.27,2321.0,871.7,296,26.73,0,4.1,1042
18120,52.24,73.05,2014.8,759.7,291,26.94,0,4.5,1042
18150,54.03,73.56,2310.5,795.0,308,31.07,0,3.4,1042
18180,51.34,73.80,2470.5,776.5,316,28.51,0,2.5,1042
18210,55.39,74.17,2353.7,966.4,291,32.18,0,3.2,1042
18240,51.17,74.32,2366.8,831.3,336,28.87,0,2.8,1042
18270,56.16,74.34,2141.4,642.8,331,30.74,0,1.6,1042
18300,52.67,74.84,2477.8,707.4,363,25.86,0,0.8,1042
18330,57.71,74.94,2298.2,739.8,260,28.78,0,0.3,1042
18360,58.13,75.24,2432.1,857.2,353,32.26,0,0.6,1042
18390,56.47,75.33,2452.2,758.4,288,32.38,0,0.0,1042
18420,58.74,75.87,2219.6,940.0,384,26.48,0,0.9,1042
18450,56.09,75.78,2507.0,1034.1,421,31.00,0,2.0,1042
18480,60.17,75.47,2135.6,764.4,297,29.40,0,1.9,1042
18510,60.19,75.87,2127.5,600.3,339,34.33,0,1.1,1042
18540,61.60,75.63,2531.6,1061.3,325,32.85,0,1.6,1042
18570,58.37,75.40,2024.1,556.9,411,30.14,0,1.9,1042
18600,62.54,75.11,2465.1,825.2,403,30.69,0,2.2,1042
18630,58.58,75.17,2358.5,773.7,395,27.83,0,1.8,1042
18660,59.10,75.20,2280.6,818.9,434,27.48,0,1.3,1042
18690,61.46,75.54,2179.8,778.9,327,34.17,0,1.2,1042
18720,62.05,76.03,2123.8,865.6,336,33.45,0,1.9,1042
18750,57.61,76.58,2393.0,849.5,389,31.52,0,2.3,1042
18780,57.21,76.52,2086.0,694.8,381,26.42,0,1.9,1042
18810,60.24,76.84,2509.1,1015.9,452,30.05,0,2.6,1042
18840,63.05,77.34,2144.3,798.7,449,36.62,0,2.7,1042
18870,60.73,77.17,2314.8,741.1,411,31.22,0,3.8,1042
18900,64.27,77.27,2399.9,821.3,349,33.56,0,3.9,1042
18930,63.52,77.78,2163.5,802.9,430,31.05,0,2.9,1042
18960,60.65,77.86,2497.7,821.7,329,32.00,0,3.8,1042
18990,62.67,78.20,2223.6,621.0,394,32.30,0,2.9,1042
19020,58.14,78.53,2270.7,643.2,364,29.29,0,2.9,1042
19050,56.32,78.35,2145.4,675.5,326,30.03,0,3.4,1042
19080,58.86,78.84,2196.7,822.2,421,31.86,0,2.7,1042
19110,62.65,79.18,2499.3,1002.9,341,33.43,0,2.0,1042
19140,63.33,79.71,2106.5,737.0,381,34.30,0,1.6,1042
19170,63.27,79.38,2450.8,968.7,445,29.84,0,1.1,1042
19200,56.51,79.45,2387.0,933.8,440,28.89,0,0.0,1042
19230,60.33,79.60,2470.3,1048.7,430,29.79,0,0.7,1042
19260,58.13,79.31,2180.0,879.5,396,29.59,0,0.8,1042
19290,60.37,79.80,2066.5,667.8,429,34.75,0,1.1,1042
19320,59.87,80.12,2542.2,1063.2,363,31.75,0,2.2,1042
19350,61.88,80.37,2144.8,590.9,423,29.37,0,2.8,1042
19380,54.63,80.15,2462.6,750.1,304,30.70,0,1.6,1042
19410,56.92,79.92,2104.8,604.4,332,31.05,0,1.8,1042
19440,56.01,80.25,2065.5,779.3,356,24.98,0,2.2,1042
19470,59.05,79.97,2266.1,670.3,264,28.92,0,2.5,1042
19500,56.71,79.83,2282.0,933.5,390,25.91,0,2.4,1042
19530,59.77,80.11,2388.1,704.8,283,34.66,0,3.5,1042
19560,57.80,80.22,2351.7,794.1,292,30.83,0,4.2,1042
19590,53.47,79.88,2266.7,839.1,308,28.62,0,3.2,1042
19620,52.18,79.55,2168.3,719.1,282,28.41,0,3.3,1042
19650,55.31,79.69,2074.3,832.6,270,30.83,0,3.3,1042
19680,49.98,79.40,2353.9,777.3,283,28.98,0,4.1,1042
19710,54.21,79.76,2310.8,821.3,215,31.30,0,3.2,1042
19740,56.22,79.91,2037.2,617.4,270,30.09,0,3.4,1042
19770,50.85,80.15,2081.8,861.4,281,21.63,0,2.9,1042
19800,51.98,79.94,2314.9,912.1,294,25.06,0,3.3,1042
19830,52.94,80.11,2174.9,661.1,299,25.88,0,3.4,1042
19860,48.40,79.99,2145.7,583.1,220,27.75,0,3.3,1042
19890,46.65,80.14,2540.0,732.2,180,25.30,0,3.3,1042
19920,50.34,80.22,2115.4,789.7,255,29.06,0,2.9,1042
19950,48.16,80.65,2433.4,763.8,222,21.24,0,4.0,1042
19980,49.03,80.75,2379.8,784.9,182,25.82,0,4.1,1042
20010,47.64,81.02,2255.4,785.5,165,24.33,0,3.9,1042
20040,45.40,80.73,2436.0,911.1,218,18.66,0,4.2,1042
20070,46.52,80.40,2097.8,861.7,134,20.15,0,5.3,1042
20100,43.84,80.49,2199.1,673.5,204,25.16,0,5.9,1042
20130,46.89,80.40,2509.3,929.4,216,24.21,0,6.2,1042
20160,45.15,80.68,2310.6,752.2,131,24.18,0,7.2,1042
20190,49.40,80.92,2478.0,793.6,137,28.09,0,7.0,1042
20220,47.50,80.66,2177.6,808.2,119,20.80,0,6.8,1042
20250,46.87,81.05,2443.1,1017.9,159,23.51,0,7.1,1042
20280,47.55,80.85,2194.0,692.7,122,26.46,0,7.9,1042
20310,46.34,80.72,2081.8,825.0,102,23.06,0,9.0,1042
20340,41.72,81.24,2310.1,956.3,48,23.07,0,8.2,1042
20370,41.99,81.50,2245.7,806.3,160,23.65,0,8.8,1042
20400,41.53,81.46,2520.7,940.5,86,16.39,1,9.2,1042
20430,41.21,81.71,2151.5,894.6,85,16.85,0,9.0,1042
20460,46.91,82.04,2269.1,877.6,122,26.97,0,8.5,1042
20490,44.08,82.45,2338.9,683.5,33,20.73,0,9.4,1042
20520,47.17,82.57,2208.4,731.0,110,21.20,0,9.8,1042
20550,43.27,82.25,2270.0,764.1,70,20.66,0,9.7,1042
20580,42.69,82.71,2194.1,697.5,126,22.82,0,10.1,1042
20610,42.19,83.07,2159.4,819.5,121,24.13,0,11.0,1042
20640,39.32,83.48,2456.0,863.9,117,22.31,0,11.6,1042
20670,45.89,83.26,2207.2,924.8,84,24.09,0,11.1,1042
20700,40.89,83.35,2381.2,750.0,35,21.64,0,10.2,1042
20730,40.31,83.41,2186.5,651.5,11,20.39,0,9.6,1042
20760,41.18,83.69,2064.2,631.3,78,22.24,0,8.5,1042
20790,43.61,83.84,2284.7,859.3,127,24.60,0,8.1,1042
20820,41.82,84.25,2202.1,807.3,124,20.31,0,8.7,1042
20850,39.61,83.98,2446.6,714.4,108,20.69,0,9.0,1042
20880,42.23,84.42,2503.1,903.7,38,20.33,0,9.4,1042
20910,43.52,84.42,2155.9,804.4,37,22.66,0,10.1,1042
20940,46.05,84.58,2123.8,793.6,53,22.15,0,11.2,1042
20970,40.48,84.30,2179.4,857.9,134,17.77,0,10.8,1042
21000,45.35,84.24,2065.5,673.4,82,21.31,0,11.1,1042
21030,47.10,84.57,2150.4,868.0,85,26.38,0,10.5,1042
21060,42.00,84.90,2268.8,796.6,109,18.94,1,11.6,1042
21090,46.38,84.68,2456.1,868.6,86,26.16,0,10.9,1042
21120,48.58,84.94,2486.5,1055.5,135,22.56,0,11.2,1042
21150,48.83,84.77,2518.5,994.9,125,20.32,0,12.1,1042
21180,43.76,84.46,2063.7,881.6,135,25.09,0,12.8,1042
21210,46.35,84.36,2225.2,922.5,162,22.19,1,13.9,1042
21240,45.14,84.39,2114.9,716.5,181,18.72,0,13.1,1042
21270,45.54,84.35,2041.8,724.4,191,25.44,0,12.8,1042
21300,48.02,84.12,2556.1,719.1,149,22.07,0,13.9,1042
21330,48.26,84.27,2389.4,839.1,235,25.98,0,13.6,1042
21360,48.16,84.39,2465.4,934.2,165,24.94,0,14.1,1042
21390,50.16,84.80,2040.3,775.0,199,26.12,0,14.9,1042
21420,47.93,85.17,2448.9,789.1,247,24.89,0,15.2,1042
21450,47.89,85.25,2475.3,780.5,220,22.38,0,14.7,1042
21480,46.39,85.03,2397.2,927.8,171,19.77,0,13.9,1042
21510,49.47,84.82,2395.6,741.1,189,27.02,0,13.6,1042
21540,53.73,84.57,2544.8,821.4,172,27.54,0,14.6,1042
21570,54.94,85.07,2558.8,966.5,284,30.94,0,15.3,1042
21600,50.43,84.93,2188.5,634.4,235,23.59,0,16.3,1042
21630,50.46,84.78,2498.3,1036.4,212,26.60,0,15.6,1042
21660,50.80,84.85,2386.0,766.1,209,26.53,0,14.6,1042
21690,51.92,85.29,2113.9,693.1,198,28.92,0,14.6,1042
21720,50.70,85.36,2093.7,777.9,257,26.95,0,14.8,1042
21750,53.91,85.49,2080.6,808.5,274,30.32,0,14.6,1042
21780,53.26,85.98,2345.4,697.7,310,22.97,0,14.6,1042
21810,58.34,86.38,2469.7,715.0,256,33.76,0,15.8,1042
21840,55.24,86.54,2274.1,663.2,247,30.93,0,15.2,1042
21870,53.91,86.60,2155.0,691.4,366,26.65,0,16.1,1042
21900,59.80,86.39,2271.3,797.7,359,27.09,0,15.8,1042
21930,54.28,86.92,2193.3,807.2,278,28.84,0,15.0,1042
21960,58.20,86.91,2234.6,785.9,265,32.57,0,14.5,1042
21990,58.59,87.10,2261.9,763.2,276,26.66,0,15.6,1042
22020,54.90,86.98,2193.8,913.0,392,29.84,0,16.6,1042
22050,55.89,86.74,2410.6,904.1,346,31.66,1,17.4,1042
22080,55.59,52.96,2223.2,770.1,407,27.21,0,16.7,1042
22110,56.86,53.41,2151.7,868.1,330,30.01,0,17.1,1042
22140,60.39,53.89,2232.6,659.9,322,31.45,0,18.2,1042
22170,59.60,53.91,2299.7,958.5,339,29.48,0,18.6,1042
22200,62.53,53.99,2080.0,687.6,406,34.08,0,18.8,1042
22230,63.75,53.89,2554.2,815.1,389,29.78,0,19.0,1042
22260,58.34,53.61,2116.7,728.7,368,27.91,0,20.1,1042
22290,58.96,54.09,2071.4,784.7,321,34.33,0,19.6,1042
22320,63.98,54.57,2370.0,808.8,399,34.26,0,20.5,1042
22350,64.02,54.98,2513.4,995.0,433,34.94,0,19.8,1042
22380,60.22,55.16,2170.5,830.7,456,30.66,0,19.7,1042
22410,59.48,55.35,2517.9,981.7,459,33.80,0,19.0,1042
22440,58.39,55.27,2147.9,779.5,443,31.77,0,19.5,1042
22470,57.86,55.81,2393.2,784.4,374,27.37,0,19.5,1042
22500,63.83,56.28,2088.7,671.8,424,30.13,0,19.6,1042
22530,59.29,56.67,2415.6,1002.1,420,33.31,0,19.7,1042
22560,59.68,56.49,2057.9,813.9,439,32.13,0,19.8,1042
22590,57.07,56.81,2041.2,712.4,436,29.98,0,18.6,1042
22620,62.97,57.24,2117.4,693.4,328,36.46,0,19.5,1042
22650,58.27,57.41,2089.1,630.9,369,32.02,0,20.0,1042
22680,59.80,57.62,2133.8,627.8,390,33.49,0,20.3,1042
22710,61.43,57.45,2404.9,699.4,346,29.66,0,19.3,1042
22740,59.75,57.99,2144.5,732.8,411,33.32,0,19.0,1042
22770,58.96,57.65,2465.1,965.4,435,30.73,0,19.8,1042
22800,61.53,58.16,2542.4,760.2,332,33.96,0,18.6,1042
22830,55.97,58.56,2483.2,938.9,389,28.43,1,19.7,1042
22860,55.37,59.00,2106.7,591.1,349,24.69,0,20.6,1042
22890,61.71,58.76,2073.3,616.9,339,30.71,0,20.4,1042
22920,58.82,58.85,2199.4,765.0,338,33.61,0,20.1,1042
22950,60.10,59.07,2086.6,666.2,331,34.63,0,19.3,1042
22980,57.89,59.10,2228.6,888.6,296,27.81,0,19.2,1042
23010,59.37,59.62,2142.9,715.7,399,32.96,0,19.9,1042
23040,54.41,59.64,2238.5,865.0,349,26.44,0,19.0,1042
23070,54.28,59.84,2391.6,664.7,267,26.72,0,18.1,1042
23100,59.45,60.12,2514.1,1027.9,290,29.94,0,17.2,1042
23130,54.97,60.27,2539.5,971.5,305,30.32,0,17.0,1042
23160,59.40,60.61,2487.2,938.6,257,32.57,0,16.0,1042
23190,51.97,60.55,2339.2,861.4,323,30.03,0,15.3,1042
23220,54.54,60.85,2333.2,942.5,229,29.33,0,14.5,1042
23250,51.68,60.53,2521.7,835.9,312,26.76,0,15.6,1042
23280,53.12,60.45,2314.0,948.0,332,28.02,0,15.9,1042
23310,54.20,60.30,2360.8,855.2,281,29.42,0,15.5,1042
23340,50.04,60.64,2271.3,751.0,230,26.07,0,15.2,1042
23370,55.66,60.51,2482.3,769.3,195,29.04,0,15.5,1042
23400,48.67,60.86,2035.3,869.3,284,21.03,0,14.3,1042
23430,50.50,61.16,2225.3,816.2,283,22.23,0,15.1,1042
23460,49.58,61.13,2473.3,839.1,251,24.66,0,16.0,1042
23490,49.96,60.98,2407.5,804.5,163,26.45,0,16.6,1042
23520,47.93,61.00,2322.6,840.9,265,22.47,0,15.5,1042
23550,47.59,60.83,2483.0,939.4,142,24.30,0,16.2,1042
23580,47.17,60.68,2222.3,757.2,246,25.73,0,17.0,1042
23610,51.74,60.62,2531.2,767.5,201,28.67,0,17.6,1042
23640,46.97,60.54,2535.7,910.6,137,25.33,0,16.9,1042
23670,51.10,60.77,2543.4,905.3,175,27.35,0,18.0,1042
23700,49.09,60.90,2364.0,749.4,165,20.77,0,18.7,1042
23730,48.20,61.27,2454.7,950.5,200,26.22,0,18.4,1042
23760,43.58,61.66,2085.7,727.8,90,21.46,0,17.6,1042
23790,49.69,62.19,2459.6,752.5,135,22.03,0,18.6,1042
